cobol_program,cobol_section,cobol_paragraph,cobol_line_start,cobol_line_end,gherkin_feature,gherkin_scenario,rule_id,policy_id,policy_section,policy_page_line,effective_date,transmittal_id,test_case_id,normalization_ids,status,notes
ESCAL171,,,00425,00425,gherkin_rules/escal171.feature,Compute BSA adjustment factor,CAL171-004,BP102C11-REV257,§60.A.1 BSA formula,P36:L1443-1445,2017-07-01,,TC-AUTO-0231,,policy-mapped,
ESCAL171,,,01006,01006,gherkin_rules/escal171.feature,Default pediatric BSA factor to 1.000,CAL171-004B,BP102C11-REV257,§60.A.1 BSA formula,P36:L1443-1445,2017-07-01,,TC-AUTO-0232,,policy-mapped,
ESCAL171,,,00427,00427,gherkin_rules/escal171.feature,Compute BMI adjustment factor,CAL171-005,BP102C11-REV257,§60.A.1 BMI formula (low BMI < 18.5),P38:L1503-1507,2017-07-01,,TC-AUTO-0233,,policy-mapped,
ESCAL171,,,01019,01019,gherkin_rules/escal171.feature,Default BMI factor to 1.000 when low BMI criteria are not met,CAL171-005B,BP102C11-REV257,§60.A.1 BMI formula (low BMI < 18.5),P38:L1503-1507,2017-07-01,,TC-AUTO-0234,,policy-mapped,
ESCAL171,,,00467,00467,gherkin_rules/escal171.feature,Apply onset adjustment factor,CAL171-009,BP102C11-REV257,§60.A.1 Onset of Dialysis (≤120 days),P38:L1516-1537,2017-07-01,,TC-AUTO-0235,,policy-mapped,
ESCAL171,,,01064,01064,gherkin_rules/escal171.feature,Select bundled comorbid multiplier,CAL171-011,BP102C11-REV257,§60.A.2 Comorbidity Adjustments (single highest),P39:L1570-1573,2017-07-01,,TC-AUTO-0236,,policy-mapped,
ESCAL171,,,01098,01106,gherkin_rules/escal171.feature,Apply low volume multiplier for adults,CAL171-012,CLM104C08-REV10640,Low-Volume ESRD Facilities Adjustment,P11:L411-419,2017-07-01,,TC-AUTO-0237,,policy-mapped,
ESCAL171,,,01115,01115,gherkin_rules/escal171.feature,Apply rural adjustment multiplier,CAL171-013,CMS-ESRDPAYMENT,Facility-Level Adjustments include rural adjustment,HTML:L793-795,2017-07-01,,TC-AUTO-0238,,policy-mapped,
ESCAL171,,,00431,00431,gherkin_rules/escal171.feature,Compute adjusted base wage amount,CAL171-014,Internal/No policy citation found,,,2017-07-01,,TC-AUTO-0239,,internal,
ESCAL171,,,00225,00225,gherkin_rules/escal171.feature,Apply training add-on or per-diem logic,CAL171-015,CLM104C08-REV12979,§50.8 Training Add-On Payment,P32:L1112-1121,2017-07-01,,TC-AUTO-0240,,policy-mapped,
ESCAL171,,,01175,01175,gherkin_rules/escal171.feature,Calculate outlier payment,CAL171-021,BP102C11-REV257,§60.D Outlier Payment Calculation,P47:L1885-1893,2017-07-01,,TC-AUTO-0241,,policy-mapped,
ESCAL171,,,00590,00590,gherkin_rules/escal171.feature,Compute low-volume recovery payment,CAL171-023,CLM104C08-REV10640,Low-Volume ESRD Facilities Adjustment,P11:L411-419,2017-07-01,,TC-AUTO-0242,,policy-mapped,
ESCAL171,,,00669,00669,gherkin_rules/escal171.feature,Assign return code based on adjustment combinations,CAL171-022,Internal/No policy citation found,,,2017-07-01,,TC-AUTO-0243,,internal,
ESCAL170,,,00204,00204,gherkin_rules/escal170.feature,Force waive-blend indicator to Y,CAL170-001O,Internal/No policy citation found,,,2017-01-01,,TC-AUTO-0244,,internal,
ESCAL170,,,00658,00667,gherkin_rules/escal170.feature,AKI claims bypass bundled factor calculations,CAL170-001P,CLM104C08-REV12979,"§40 AKI Claims (no ESRD adjusters, no outlier, no TDAPA/TPNIES)",P17:L634-658,2017-01-01,,TC-AUTO-0245,,policy-mapped,
ESCAL170,,,00718,00720,gherkin_rules/escal170.feature,Reject claims with invalid condition codes,CAL170-000,CLM104C08-REV10640,§50.3 Condition Code Structure (73/74/84/87),P21:L762-774; P22:L788-791,2017-01-01,,TC-AUTO-0246,,policy-mapped,
ESCAL170,,,00674,00678,gherkin_rules/escal170.feature,Reject claims with invalid provider type,CAL170-001A,Internal/No policy citation found,,,2017-01-01,,TC-AUTO-0247,,internal,
ESCAL170,,,00681,00683,gherkin_rules/escal170.feature,Reject claims with invalid special payment indicator,CAL170-001B,Internal/No policy citation found,,,2017-01-01,,TC-AUTO-0248,,internal,
ESCAL170,,,00687,00689,gherkin_rules/escal170.feature,Reject claims with invalid date of birth,CAL170-001N,Internal/No policy citation found,,,2017-01-01,,TC-AUTO-0249,,internal,
ESCAL170,,,00694,00696,gherkin_rules/escal170.feature,Reject non-AKI claims with invalid weight,CAL170-001E,CLM104C08-REV12979,"§40 AKI Claims (no ESRD adjusters, no outlier, no TDAPA/TPNIES)",P17:L634-658,2017-01-01,,TC-AUTO-0250,,policy-mapped,
ESCAL170,,,00702,00704,gherkin_rules/escal170.feature,Reject non-AKI claims with invalid height,CAL170-001F,CLM104C08-REV12979,"§40 AKI Claims (no ESRD adjusters, no outlier, no TDAPA/TPNIES)",P17:L634-658,2017-01-01,,TC-AUTO-0251,,policy-mapped,
ESCAL170,,,00709,00714,gherkin_rules/escal170.feature,Reject claims with invalid revenue code,CAL170-001C,CLM104C08-REV10640,§50.3 Condition Code Structure (73/74/84/87),P21:L762-774; P22:L788-791,2017-01-01,,TC-AUTO-0252,,policy-mapped,
ESCAL170,,,00724,00730,gherkin_rules/escal170.feature,Reject claims with invalid QIP reduction code,CAL170-001D,CLM104C08-REV10640,§20.3 QIP Reduction Codes,P17:L619-624,2017-01-01,,TC-AUTO-0253,,policy-mapped,
ESCAL170,,,00735,00737,gherkin_rules/escal170.feature,Reject non-AKI claims with height over 300,CAL170-001G,CLM104C08-REV12979,"§40 AKI Claims (no ESRD adjusters, no outlier, no TDAPA/TPNIES)",P17:L634-658,2017-01-01,,TC-AUTO-0254,,policy-mapped,
ESCAL170,,,00743,00745,gherkin_rules/escal170.feature,Reject non-AKI claims with weight over 500,CAL170-001H,CLM104C08-REV12979,"§40 AKI Claims (no ESRD adjusters, no outlier, no TDAPA/TPNIES)",P17:L634-658,2017-01-01,,TC-AUTO-0255,,policy-mapped,
ESCAL170,,,00755,00758,gherkin_rules/escal170.feature,Reject claims with invalid dialysis session count,CAL170-001I,Internal/No policy citation found,,,2017-01-01,,TC-AUTO-0256,,internal,
ESCAL170,,,00762,00765,gherkin_rules/escal170.feature,Reject claims with invalid line item date of service,CAL170-001J,Internal/No policy citation found,,,2017-01-01,,TC-AUTO-0257,,internal,
ESCAL170,,,00769,00771,gherkin_rules/escal170.feature,Reject claims with invalid dialysis start date,CAL170-001K,Internal/No policy citation found,,,2017-01-01,,TC-AUTO-0258,,internal,
ESCAL170,,,00775,00777,gherkin_rules/escal170.feature,Reject claims with invalid outlier total charges,CAL170-001L,BP102C11-REV257,§60.D Outlier Payment Calculation,P47:L1885-1893,2017-01-01,,TC-AUTO-0259,,policy-mapped,
ESCAL170,,,00781,00786,gherkin_rules/escal170.feature,Reject non-AKI claims with invalid comorbid return code,CAL170-001M,CLM104C08-REV12979,"§40 AKI Claims (no ESRD adjusters, no outlier, no TDAPA/TPNIES)",P17:L634-658,2017-01-01,,TC-AUTO-0260,,policy-mapped,
ESCAL170,,,00418,00418,gherkin_rules/escal170.feature,Compute bundled base wage amount,CAL170-002,Internal/No policy citation found,,,2017-01-01,,TC-AUTO-0261,,internal,
ESCAL170,,,00824,00827,gherkin_rules/escal170.feature,Compute patient age for factor selection,CAL170-008,Internal/No policy citation found,,,2017-01-01,,TC-AUTO-0262,,internal,
ESCAL170,,,00836,00852,gherkin_rules/escal170.feature,Map QIP reduction codes to reduction factors,CAL170-007,CLM104C08-REV10640,§20.3 QIP Reduction Codes,P17:L619-624,2017-01-01,,TC-AUTO-0263,,policy-mapped,
ESCAL170,,,00873,00873,gherkin_rules/escal170.feature,Normalize comorbid data for consistent evaluation,CAL170-010,BP102C11-REV257,§60.A.2 Comorbidity Adjustments (single highest),P39:L1570-1573,2017-01-01,,TC-AUTO-0264,,policy-mapped,
ESCAL170,,,00529,00529,gherkin_rules/escal170.feature,Apply pediatric age adjustment factors,CAL170-003A,CLM104C08-REV10640,§20.2 Pediatric Payment Model (under 18),P16:L602-606,2017-01-01,,TC-AUTO-0265,,policy-mapped,
ESCAL170,,,00554,00554,gherkin_rules/escal170.feature,Apply adult age adjustment factors,CAL170-003B,BP102C11-REV257,§60.A.1 Adult Age Bands,P36:L1467-1472,2017-01-01,,TC-AUTO-0266,,policy-mapped,
ESCAL170,,,00422,00422,gherkin_rules/escal170.feature,Compute BSA adjustment factor,CAL170-004,BP102C11-REV257,§60.A.1 BSA formula,P36:L1443-1445,2017-01-01,,TC-AUTO-0267,,policy-mapped,
ESCAL170,,,01000,01000,gherkin_rules/escal170.feature,Default pediatric BSA factor to 1.000,CAL170-004B,BP102C11-REV257,§60.A.1 BSA formula,P36:L1443-1445,2017-01-01,,TC-AUTO-0268,,policy-mapped,
ESCAL170,,,00424,00424,gherkin_rules/escal170.feature,Compute BMI adjustment factor,CAL170-005,BP102C11-REV257,§60.A.1 BMI formula (low BMI < 18.5),P38:L1503-1507,2017-01-01,,TC-AUTO-0269,,policy-mapped,
ESCAL170,,,01013,01013,gherkin_rules/escal170.feature,Default BMI factor to 1.000 when low BMI criteria are not met,CAL170-005B,BP102C11-REV257,§60.A.1 BMI formula (low BMI < 18.5),P38:L1503-1507,2017-01-01,,TC-AUTO-0270,,policy-mapped,
ESCAL170,,,00464,00464,gherkin_rules/escal170.feature,Apply onset adjustment factor,CAL170-009,BP102C11-REV257,§60.A.1 Onset of Dialysis (≤120 days),P38:L1516-1537,2017-01-01,,TC-AUTO-0271,,policy-mapped,
ESCAL170,,,01058,01058,gherkin_rules/escal170.feature,Select bundled comorbid multiplier,CAL170-011,BP102C11-REV257,§60.A.2 Comorbidity Adjustments (single highest),P39:L1570-1573,2017-01-01,,TC-AUTO-0272,,policy-mapped,
ESCAL170,,,01092,01100,gherkin_rules/escal170.feature,Apply low volume multiplier for adults,CAL170-012,CLM104C08-REV10640,Low-Volume ESRD Facilities Adjustment,P11:L411-419,2017-01-01,,TC-AUTO-0273,,policy-mapped,
ESCAL170,,,01109,01109,gherkin_rules/escal170.feature,Apply rural adjustment multiplier,CAL170-013,CMS-ESRDPAYMENT,Facility-Level Adjustments include rural adjustment,HTML:L793-795,2017-01-01,,TC-AUTO-0274,,policy-mapped,
ESCAL170,,,00428,00428,gherkin_rules/escal170.feature,Compute adjusted base wage amount,CAL170-014,Internal/No policy citation found,,,2017-01-01,,TC-AUTO-0275,,internal,
ESCAL170,,,00225,00225,gherkin_rules/escal170.feature,Apply training add-on or per-diem logic,CAL170-015,CLM104C08-REV12979,§50.8 Training Add-On Payment,P32:L1112-1121,2017-01-01,,TC-AUTO-0276,,policy-mapped,
ESCAL170,,,01169,01169,gherkin_rules/escal170.feature,Calculate outlier payment,CAL170-021,BP102C11-REV257,§60.D Outlier Payment Calculation,P47:L1885-1893,2017-01-01,,TC-AUTO-0277,,policy-mapped,
ESCAL170,,,00587,00587,gherkin_rules/escal170.feature,Compute low-volume recovery payment,CAL170-023,CLM104C08-REV10640,Low-Volume ESRD Facilities Adjustment,P11:L411-419,2017-01-01,,TC-AUTO-0278,,policy-mapped,
ESCAL170,,,00666,00666,gherkin_rules/escal170.feature,Assign return code based on adjustment combinations,CAL170-022,Internal/No policy citation found,,,2017-01-01,,TC-AUTO-0279,,internal,
ESCAL160,,,00204,00204,gherkin_rules/escal160.feature,Force waive-blend indicator to Y,CAL160-001O,Internal/No policy citation found,,,2016-01-01,,TC-AUTO-0280,,internal,
ESCAL160,,,00694,00696,gherkin_rules/escal160.feature,Reject claims with invalid condition codes,CAL160-000,CLM104C08-REV10640,§50.3 Condition Code Structure (73/74/84/87),P21:L762-774; P22:L788-791,2016-01-01,,TC-AUTO-0281,,policy-mapped,
ESCAL160,,,00654,00658,gherkin_rules/escal160.feature,Reject claims with invalid provider type,CAL160-001A,Internal/No policy citation found,,,2016-01-01,,TC-AUTO-0282,,internal,
ESCAL160,,,00661,00663,gherkin_rules/escal160.feature,Reject claims with invalid special payment indicator,CAL160-001B,Internal/No policy citation found,,,2016-01-01,,TC-AUTO-0283,,internal,
ESCAL160,,,00667,00669,gherkin_rules/escal160.feature,Reject claims with invalid date of birth,CAL160-001N,Internal/No policy citation found,,,2016-01-01,,TC-AUTO-0284,,internal,
ESCAL160,,,00673,00675,gherkin_rules/escal160.feature,Reject non-AKI claims with invalid weight,CAL160-001E,CLM104C08-REV12979,"§40 AKI Claims (no ESRD adjusters, no outlier, no TDAPA/TPNIES)",P17:L634-658,2016-01-01,,TC-AUTO-0285,,policy-mapped,
ESCAL160,,,00679,00681,gherkin_rules/escal160.feature,Reject non-AKI claims with invalid height,CAL160-001F,CLM104C08-REV12979,"§40 AKI Claims (no ESRD adjusters, no outlier, no TDAPA/TPNIES)",P17:L634-658,2016-01-01,,TC-AUTO-0286,,policy-mapped,
ESCAL160,,,00685,00690,gherkin_rules/escal160.feature,Reject claims with invalid revenue code,CAL160-001C,CLM104C08-REV10640,§50.3 Condition Code Structure (73/74/84/87),P21:L762-774; P22:L788-791,2016-01-01,,TC-AUTO-0287,,policy-mapped,
ESCAL160,,,00700,00706,gherkin_rules/escal160.feature,Reject claims with invalid QIP reduction code,CAL160-001D,CLM104C08-REV10640,§20.3 QIP Reduction Codes,P17:L619-624,2016-01-01,,TC-AUTO-0288,,policy-mapped,
ESCAL160,,,00710,00712,gherkin_rules/escal160.feature,Reject non-AKI claims with height over 300,CAL160-001G,CLM104C08-REV12979,"§40 AKI Claims (no ESRD adjusters, no outlier, no TDAPA/TPNIES)",P17:L634-658,2016-01-01,,TC-AUTO-0289,,policy-mapped,
ESCAL160,,,00716,00718,gherkin_rules/escal160.feature,Reject non-AKI claims with weight over 500,CAL160-001H,CLM104C08-REV12979,"§40 AKI Claims (no ESRD adjusters, no outlier, no TDAPA/TPNIES)",P17:L634-658,2016-01-01,,TC-AUTO-0290,,policy-mapped,
ESCAL160,,,00727,00730,gherkin_rules/escal160.feature,Reject claims with invalid dialysis session count,CAL160-001I,Internal/No policy citation found,,,2016-01-01,,TC-AUTO-0291,,internal,
ESCAL160,,,00734,00737,gherkin_rules/escal160.feature,Reject claims with invalid line item date of service,CAL160-001J,Internal/No policy citation found,,,2016-01-01,,TC-AUTO-0292,,internal,
ESCAL160,,,00741,00743,gherkin_rules/escal160.feature,Reject claims with invalid dialysis start date,CAL160-001K,Internal/No policy citation found,,,2016-01-01,,TC-AUTO-0293,,internal,
ESCAL160,,,00747,00749,gherkin_rules/escal160.feature,Reject claims with invalid outlier total charges,CAL160-001L,BP102C11-REV257,§60.D Outlier Payment Calculation,P47:L1885-1893,2016-01-01,,TC-AUTO-0294,,policy-mapped,
ESCAL160,,,00753,00758,gherkin_rules/escal160.feature,Reject non-AKI claims with invalid comorbid return code,CAL160-001M,CLM104C08-REV12979,"§40 AKI Claims (no ESRD adjusters, no outlier, no TDAPA/TPNIES)",P17:L634-658,2016-01-01,,TC-AUTO-0295,,policy-mapped,
ESCAL160,,,00396,00396,gherkin_rules/escal160.feature,Compute bundled base wage amount,CAL160-002,Internal/No policy citation found,,,2016-01-01,,TC-AUTO-0296,,internal,
ESCAL160,,,00636,00639,gherkin_rules/escal160.feature,Compute patient age for factor selection,CAL160-008,Internal/No policy citation found,,,2016-01-01,,TC-AUTO-0297,,internal,
ESCAL160,,,00782,00798,gherkin_rules/escal160.feature,Map QIP reduction codes to reduction factors,CAL160-007,CLM104C08-REV10640,§20.3 QIP Reduction Codes,P17:L619-624,2016-01-01,,TC-AUTO-0298,,policy-mapped,
ESCAL160,,,00819,00819,gherkin_rules/escal160.feature,Normalize comorbid data for consistent evaluation,CAL160-010,BP102C11-REV257,§60.A.2 Comorbidity Adjustments (single highest),P39:L1570-1573,2016-01-01,,TC-AUTO-0299,,policy-mapped,
ESCAL160,,,00504,00504,gherkin_rules/escal160.feature,Apply pediatric age adjustment factors,CAL160-003A,CLM104C08-REV10640,§20.2 Pediatric Payment Model (under 18),P16:L602-606,2016-01-01,,TC-AUTO-0300,,policy-mapped,
ESCAL160,,,00529,00529,gherkin_rules/escal160.feature,Apply adult age adjustment factors,CAL160-003B,BP102C11-REV257,§60.A.1 Adult Age Bands,P36:L1467-1472,2016-01-01,,TC-AUTO-0301,,policy-mapped,
ESCAL160,,,00400,00400,gherkin_rules/escal160.feature,Compute BSA adjustment factor,CAL160-004,BP102C11-REV257,§60.A.1 BSA formula,P36:L1443-1445,2016-01-01,,TC-AUTO-0302,,policy-mapped,
ESCAL160,,,00960,00960,gherkin_rules/escal160.feature,Default pediatric BSA factor to 1.000,CAL160-004B,BP102C11-REV257,§60.A.1 BSA formula,P36:L1443-1445,2016-01-01,,TC-AUTO-0303,,policy-mapped,
ESCAL160,,,00402,00402,gherkin_rules/escal160.feature,Compute BMI adjustment factor,CAL160-005,BP102C11-REV257,§60.A.1 BMI formula (low BMI < 18.5),P38:L1503-1507,2016-01-01,,TC-AUTO-0304,,policy-mapped,
ESCAL160,,,00973,00973,gherkin_rules/escal160.feature,Default BMI factor to 1.000 when low BMI criteria are not met,CAL160-005B,BP102C11-REV257,§60.A.1 BMI formula (low BMI < 18.5),P38:L1503-1507,2016-01-01,,TC-AUTO-0305,,policy-mapped,
ESCAL160,,,00442,00442,gherkin_rules/escal160.feature,Apply onset adjustment factor,CAL160-009,BP102C11-REV257,§60.A.1 Onset of Dialysis (≤120 days),P38:L1516-1537,2016-01-01,,TC-AUTO-0306,,policy-mapped,
ESCAL160,,,01018,01018,gherkin_rules/escal160.feature,Select bundled comorbid multiplier,CAL160-011,BP102C11-REV257,§60.A.2 Comorbidity Adjustments (single highest),P39:L1570-1573,2016-01-01,,TC-AUTO-0307,,policy-mapped,
ESCAL160,,,01052,01060,gherkin_rules/escal160.feature,Apply low volume multiplier for adults,CAL160-012,CLM104C08-REV10640,Low-Volume ESRD Facilities Adjustment,P11:L411-419,2016-01-01,,TC-AUTO-0308,,policy-mapped,
ESCAL160,,,01069,01069,gherkin_rules/escal160.feature,Apply rural adjustment multiplier,CAL160-013,CMS-ESRDPAYMENT,Facility-Level Adjustments include rural adjustment,HTML:L793-795,2016-01-01,,TC-AUTO-0309,,policy-mapped,
ESCAL160,,,00406,00406,gherkin_rules/escal160.feature,Compute adjusted base wage amount,CAL160-014,Internal/No policy citation found,,,2016-01-01,,TC-AUTO-0310,,internal,
ESCAL160,,,00225,00225,gherkin_rules/escal160.feature,Apply training add-on or per-diem logic,CAL160-015,CLM104C08-REV12979,§50.8 Training Add-On Payment,P32:L1112-1121,2016-01-01,,TC-AUTO-0311,,policy-mapped,
ESCAL160,,,01130,01130,gherkin_rules/escal160.feature,Calculate outlier payment,CAL160-021,BP102C11-REV257,§60.D Outlier Payment Calculation,P47:L1885-1893,2016-01-01,,TC-AUTO-0312,,policy-mapped,
ESCAL160,,,00562,00562,gherkin_rules/escal160.feature,Compute low-volume recovery payment,CAL160-023,CLM104C08-REV10640,Low-Volume ESRD Facilities Adjustment,P11:L411-419,2016-01-01,,TC-AUTO-0313,,policy-mapped,
ESCAL160,,,00647,00647,gherkin_rules/escal160.feature,Assign return code based on adjustment combinations,CAL160-022,Internal/No policy citation found,,,2016-01-01,,TC-AUTO-0314,,internal,
ESCAL151,,,00204,00204,gherkin_rules/escal151.feature,Force waive-blend indicator to Y,CAL151-001O,Internal/No policy citation found,,,2015-01-01,,TC-AUTO-0315,,internal,
ESCAL151,,,00662,00664,gherkin_rules/escal151.feature,Reject claims with invalid condition codes,CAL151-000,CLM104C08-REV10640,§50.3 Condition Code Structure (73/74/84/87),P21:L762-774; P22:L788-791,2015-01-01,,TC-AUTO-0316,,policy-mapped,
ESCAL151,,,00622,00626,gherkin_rules/escal151.feature,Reject claims with invalid provider type,CAL151-001A,Internal/No policy citation found,,,2015-01-01,,TC-AUTO-0317,,internal,
ESCAL151,,,00629,00631,gherkin_rules/escal151.feature,Reject claims with invalid special payment indicator,CAL151-001B,Internal/No policy citation found,,,2015-01-01,,TC-AUTO-0318,,internal,
ESCAL151,,,00635,00637,gherkin_rules/escal151.feature,Reject claims with invalid date of birth,CAL151-001N,Internal/No policy citation found,,,2015-01-01,,TC-AUTO-0319,,internal,
ESCAL151,,,00641,00643,gherkin_rules/escal151.feature,Reject non-AKI claims with invalid weight,CAL151-001E,CLM104C08-REV12979,"§40 AKI Claims (no ESRD adjusters, no outlier, no TDAPA/TPNIES)",P17:L634-658,2015-01-01,,TC-AUTO-0320,,policy-mapped,
ESCAL151,,,00647,00649,gherkin_rules/escal151.feature,Reject non-AKI claims with invalid height,CAL151-001F,CLM104C08-REV12979,"§40 AKI Claims (no ESRD adjusters, no outlier, no TDAPA/TPNIES)",P17:L634-658,2015-01-01,,TC-AUTO-0321,,policy-mapped,
ESCAL151,,,00653,00658,gherkin_rules/escal151.feature,Reject claims with invalid revenue code,CAL151-001C,CLM104C08-REV10640,§50.3 Condition Code Structure (73/74/84/87),P21:L762-774; P22:L788-791,2015-01-01,,TC-AUTO-0322,,policy-mapped,
ESCAL151,,,00668,00674,gherkin_rules/escal151.feature,Reject claims with invalid QIP reduction code,CAL151-001D,CLM104C08-REV10640,§20.3 QIP Reduction Codes,P17:L619-624,2015-01-01,,TC-AUTO-0323,,policy-mapped,
ESCAL151,,,00678,00680,gherkin_rules/escal151.feature,Reject non-AKI claims with height over 300,CAL151-001G,CLM104C08-REV12979,"§40 AKI Claims (no ESRD adjusters, no outlier, no TDAPA/TPNIES)",P17:L634-658,2015-01-01,,TC-AUTO-0324,,policy-mapped,
ESCAL151,,,00684,00686,gherkin_rules/escal151.feature,Reject non-AKI claims with weight over 500,CAL151-001H,CLM104C08-REV12979,"§40 AKI Claims (no ESRD adjusters, no outlier, no TDAPA/TPNIES)",P17:L634-658,2015-01-01,,TC-AUTO-0325,,policy-mapped,
ESCAL151,,,00695,00698,gherkin_rules/escal151.feature,Reject claims with invalid dialysis session count,CAL151-001I,Internal/No policy citation found,,,2015-01-01,,TC-AUTO-0326,,internal,
ESCAL151,,,00702,00705,gherkin_rules/escal151.feature,Reject claims with invalid line item date of service,CAL151-001J,Internal/No policy citation found,,,2015-01-01,,TC-AUTO-0327,,internal,
ESCAL151,,,00709,00711,gherkin_rules/escal151.feature,Reject claims with invalid dialysis start date,CAL151-001K,Internal/No policy citation found,,,2015-01-01,,TC-AUTO-0328,,internal,
ESCAL151,,,00715,00717,gherkin_rules/escal151.feature,Reject claims with invalid outlier total charges,CAL151-001L,BP102C11-REV257,§60.D Outlier Payment Calculation,P47:L1885-1893,2015-01-01,,TC-AUTO-0329,,policy-mapped,
ESCAL151,,,00721,00726,gherkin_rules/escal151.feature,Reject non-AKI claims with invalid comorbid return code,CAL151-001M,CLM104C08-REV12979,"§40 AKI Claims (no ESRD adjusters, no outlier, no TDAPA/TPNIES)",P17:L634-658,2015-01-01,,TC-AUTO-0330,,policy-mapped,
ESCAL151,,,00367,00367,gherkin_rules/escal151.feature,Compute bundled base wage amount,CAL151-002,Internal/No policy citation found,,,2015-01-01,,TC-AUTO-0331,,internal,
ESCAL151,,,00604,00607,gherkin_rules/escal151.feature,Compute patient age for factor selection,CAL151-008,Internal/No policy citation found,,,2015-01-01,,TC-AUTO-0332,,internal,
ESCAL151,,,00739,00755,gherkin_rules/escal151.feature,Map QIP reduction codes to reduction factors,CAL151-007,CLM104C08-REV10640,§20.3 QIP Reduction Codes,P17:L619-624,2015-01-01,,TC-AUTO-0333,,policy-mapped,
ESCAL151,,,00775,00775,gherkin_rules/escal151.feature,Normalize comorbid data for consistent evaluation,CAL151-010,BP102C11-REV257,§60.A.2 Comorbidity Adjustments (single highest),P39:L1570-1573,2015-01-01,,TC-AUTO-0334,,policy-mapped,
ESCAL151,,,00474,00474,gherkin_rules/escal151.feature,Apply pediatric age adjustment factors,CAL151-003A,CLM104C08-REV10640,§20.2 Pediatric Payment Model (under 18),P16:L602-606,2015-01-01,,TC-AUTO-0335,,policy-mapped,
ESCAL151,,,00498,00498,gherkin_rules/escal151.feature,Apply adult age adjustment factors,CAL151-003B,BP102C11-REV257,§60.A.1 Adult Age Bands,P36:L1467-1472,2015-01-01,,TC-AUTO-0336,,policy-mapped,
ESCAL151,,,00371,00371,gherkin_rules/escal151.feature,Compute BSA adjustment factor,CAL151-004,BP102C11-REV257,§60.A.1 BSA formula,P36:L1443-1445,2015-01-01,,TC-AUTO-0337,,policy-mapped,
ESCAL151,,,00916,00916,gherkin_rules/escal151.feature,Default pediatric BSA factor to 1.000,CAL151-004B,BP102C11-REV257,§60.A.1 BSA formula,P36:L1443-1445,2015-01-01,,TC-AUTO-0338,,policy-mapped,
ESCAL151,,,00373,00373,gherkin_rules/escal151.feature,Compute BMI adjustment factor,CAL151-005,BP102C11-REV257,§60.A.1 BMI formula (low BMI < 18.5),P38:L1503-1507,2015-01-01,,TC-AUTO-0339,,policy-mapped,
ESCAL151,,,00929,00929,gherkin_rules/escal151.feature,Default BMI factor to 1.000 when low BMI criteria are not met,CAL151-005B,BP102C11-REV257,§60.A.1 BMI formula (low BMI < 18.5),P38:L1503-1507,2015-01-01,,TC-AUTO-0340,,policy-mapped,
ESCAL151,,,00413,00413,gherkin_rules/escal151.feature,Apply onset adjustment factor,CAL151-009,BP102C11-REV257,§60.A.1 Onset of Dialysis (≤120 days),P38:L1516-1537,2015-01-01,,TC-AUTO-0341,,policy-mapped,
ESCAL151,,,00974,00974,gherkin_rules/escal151.feature,Select bundled comorbid multiplier,CAL151-011,BP102C11-REV257,§60.A.2 Comorbidity Adjustments (single highest),P39:L1570-1573,2015-01-01,,TC-AUTO-0342,,policy-mapped,
ESCAL151,,,01008,01016,gherkin_rules/escal151.feature,Apply low volume multiplier for adults,CAL151-012,CLM104C08-REV10640,Low-Volume ESRD Facilities Adjustment,P11:L411-419,2015-01-01,,TC-AUTO-0343,,policy-mapped,
ESCAL151,,,00377,00377,gherkin_rules/escal151.feature,Compute adjusted base wage amount,CAL151-014,Internal/No policy citation found,,,2015-01-01,,TC-AUTO-0344,,internal,
ESCAL151,,,00225,00225,gherkin_rules/escal151.feature,Apply training add-on or per-diem logic,CAL151-015,CLM104C08-REV12979,§50.8 Training Add-On Payment,P32:L1112-1121,2015-01-01,,TC-AUTO-0345,,policy-mapped,
ESCAL151,,,01078,01078,gherkin_rules/escal151.feature,Calculate outlier payment,CAL151-021,BP102C11-REV257,§60.D Outlier Payment Calculation,P47:L1885-1893,2015-01-01,,TC-AUTO-0346,,policy-mapped,
ESCAL151,,,00530,00530,gherkin_rules/escal151.feature,Compute low-volume recovery payment,CAL151-023,CLM104C08-REV10640,Low-Volume ESRD Facilities Adjustment,P11:L411-419,2015-01-01,,TC-AUTO-0347,,policy-mapped,
ESCAL151,,,00615,00615,gherkin_rules/escal151.feature,Assign return code based on adjustment combinations,CAL151-022,Internal/No policy citation found,,,2015-01-01,,TC-AUTO-0348,,internal,
ESCAL140,,,00204,00204,gherkin_rules/escal140.feature,Force waive-blend indicator to Y,CAL140-001O,Internal/No policy citation found,,,2014-01-01,,TC-AUTO-0349,,internal,
ESCAL140,,,00629,00631,gherkin_rules/escal140.feature,Reject claims with invalid condition codes,CAL140-000,CLM104C08-REV10640,§50.3 Condition Code Structure (73/74/84/87),P21:L762-774; P22:L788-791,2014-01-01,,TC-AUTO-0350,,policy-mapped,
ESCAL140,,,00589,00593,gherkin_rules/escal140.feature,Reject claims with invalid provider type,CAL140-001A,Internal/No policy citation found,,,2014-01-01,,TC-AUTO-0351,,internal,
ESCAL140,,,00596,00598,gherkin_rules/escal140.feature,Reject claims with invalid special payment indicator,CAL140-001B,Internal/No policy citation found,,,2014-01-01,,TC-AUTO-0352,,internal,
